Missing,未設定,
No report generated,尚未生成報告,
Please set the OPENAI_API_KEY environment variable to enable AI report generation.,請設定 OPENAI_API_KEY 環境變數以啟用 AI 報告生成功能。,
Please try again later or contact the system administrator.,請稍後重試或聯繫系統管理員。,
Position DNA Visualization,品牌DNA視覺化,
Position data records,定位資料記錄,
Position Analysis Database,品牌定位分析資料庫,
Powered by AI Marketing Intelligence,Powered by AI Marketing Intelligence,
Precision Marketing,精準行銷,
Precision Model Analysis,精準模型分析,
Product Track Analysis,產品賽道分析,
RSV Matrix,RSV生命力矩陣,
Ready,已就緒,
Report Center,報告中心,
Report Date,報告日期,
Report Generation Center,報告生成中心,
Report Preview,報告預覽,
Report generation complete!,報告生成完成！,
"Report generation complete, formatting...",報告生成完成，正在格式化...,
Report generation encountered an issue,報告生成遇到問題,
Revenue Pulse,營收脈動,
Some module data could not be loaded correctly. Please check:,部分模組資料無法正常載入，請檢查：,
Starting automatic module data loading...,開始自動載入模組資料...,
Brand Positioning Strategy Analysis,品牌定位策略分析,
Strategic Positioning Analysis,策略定位分析,
Data dimensions,資料維度,
analysis indicators,個分析指標,
Analysis date,分析時間,
Strategic Recommendations,策略建議,
Four-quadrant strategy analysis in progress,四象限策略分析進行中,
Brand positioning recommendations are being generated,品牌定位建議生成中,
"Strategy analysis module data is loading, please try again later...",策略分析模組資料正在載入中，請稍後重試...,
Strategic Position Analysis,品牌定位策略分析,
TagPilot,TagPilot,
The API returned an empty response. Please check:,API 回應為空，請檢查：,
The system will automatically integrate the following modules:,系統將自動整合以下模組：,
This report was automatically generated by MAMBA Enterprise Platform,本報告由 MAMBA Enterprise Platform 自動生成,
Time Analysis,時間分析,
Time Segment Analysis,時間區段分析,
"Too many failed login attempts, please try again later",登入失敗次數過多，請稍後再試,
Using AI to generate the complete report in one pass...,使用 AI 一次性生成完整報告...,
Version,版本,
Whether each analysis module has finished computing,各分析模組是否已完成運算,
Whether the API key is configured correctly,API 金鑰是否正確設定,
Whether the API quota is sufficient,API 配額是否充足,
Whether the OpenAI API key is valid,OpenAI API 金鑰是否有效,
Whether the data connection is working,資料連接是否正常,
Whether the network connection is working,網路連接是否正常,
Position data shows competitive keyword ranking performance,定位資料顯示具競爭力的關鍵字排名表現,
Interactive DNA visualization shows multi-dimensional brand positioning,互動式 DNA 視覺化呈現多維品牌定位,
Market Segmentation and Target Market Analysis: identify key market segments through MDS analysis,市場區隔與目標市場分析：透過 MDS 分析識別關鍵市場區隔,
Key Factor Evaluation identifies critical success factors,關鍵因素評估可識別關鍵成功因素,
Ideal Rate Analysis provides product ranking based on key factor performance,理想點分析根據關鍵因素表現提供產品排名,
Strategy Analysis provides four-quadrant strategic positioning insights,策略分析提供四象限策略定位洞察,
Time Segment Analysis: analyze the impact of time factors on sales,時間區段分析：分析時間因素對銷售的影響,
Precision Model: comprehensively analyze the impact of product attributes on sales,精準模型：全面分析商品屬性對銷售的影響,
Product Track Analysis: competitiveness analysis based on ratings and reviews,產品賽道分析：基於評分和評論的競爭力分析,
Report Generation Center: generate comprehensive analysis reports,報告生成中心：產生綜合分析報告,
Repurchase Rate,回購率,
Category Repurchase Rate,品類回購率,
Repurchase Rate (%),回購率（%）,
Awakening Potential by Status,各狀態睡眠客回購率,
Awakening Potential (%),睡眠客回購率（%）,
Macro Trends,宏觀指標分析,
Monthly Revenue Trend,月營收趨勢,
Monthly Order Trend,月訂單趨勢,
Active Customer Trend,活躍顧客趨勢,
Average Order Value Trend,平均訂單金額趨勢,
Monthly Summary Table,月度彙總表,
Latest Month Orders,最新月份訂單數,
MoM Growth,月增率（MoM）,
YoY Growth,年增率（YoY）,
New Customers,新顧客,
Average Order Value,平均訂單金額,
Time Dimension,時間維度,
Coefficient,係數,
Incidence Rate Ratio,發生率比（IRR）,
Standard Error,標準誤,
P-Value,P值,
Significance,顯著性,
CI Lower Bound,信賴區間下限,
CI Upper Bound,信賴區間上限,
AIC,AIC,
Sample Size,樣本數,
WOM Metric,口碑指標,
Technical Name,技術名稱,
Variable Type,類型,
Track Multiplier,賽道倍數,
Marginal Effect%,邊際效應%,
Business Meaning,商業意義,
Attribute Name,屬性名稱,
95% Confidence Interval,95% 信賴區間,
Significant,顯著,
Not Significant,不顯著,
CLV,顧客終生價值（CLV）,
NES,顧客狀態（NES）,
Avg Qty,平均數量,
Avg Churn Prob,平均流失機率,
High Churn Risk,高流失風險,
% of Total,佔比,
Avg Spend,平均消費,
Avg Total Spent,平均總消費,
Core Customers,核心客戶,
Drowsy Customers,瞌睡客戶,
Dormant Customers,沉睡客戶,
Avg Days Inactive,平均未活躍天數,
Avg Historical Spend,平均歷史消費,
NES Status,NES 狀態,
"Convert one-time buyers into repeat customers — key period for building loyalty","讓首購顧客成為回購顧客——培養忠誠度的關鍵時期",
"Strengthen relationships and increase lifetime value of active customers","深化與活躍顧客的關係，提升顧客終生價值",
"Re-engage customers showing early signs of inactivity — highest recovery potential","重新接觸出現不活躍跡象的顧客——挽回潛力最高的族群",
"Urgent action needed — these customers are at high risk of permanent churn","急需採取行動——這些顧客有極高的永久流失風險",
"Low-cost strategies for long-dormant customers — focus on cost efficiency","以低成本策略觸及長期沉睡顧客——著重成本效益",
High CLV High Survival,高價值高存活,
High CLV Low Survival,高價值低存活,
Low CLV High Survival,低價值高存活,
Low CLV Low Survival,低價值低存活,
Monthly,月,
Yearly,年,
Revenue Trend,營收趨勢,
Order Trend,訂單趨勢,
Customer Trend,顧客趨勢,
AOV Trend,客單價趨勢,
Summary Table,彙總表,
Avg P(alive),平均留存機率（P(alive)）,
E0 Ratio,主力客比例（E0）,
Sleep Customer Ratio,睡眠客比例,
QoQ Growth,季增率（QoQ）,
Period,期間,
Growth Monitoring Engine,成長監測引擎,
Customer DNA Overview,顧客DNA總覽,
Conversion Rate,轉化率,
Activity (CAI),活躍度（CAI）,
S1 Repurchase Rate,瞌睡客回購率（S1）,
S2 Repurchase Rate,半睡客回購率（S2）,
S3 Repurchase Rate,沈睡客回購率（S3）,
New Customer AOV,新客平均客單價,
Core Customer AOV,主力客平均客單價,
New Customer Count,新客人數,
Core Customer Count,主力客人數（E0）,
S1 Customer Count,瞌睡客人數（S1）,
S2 Customer Count,半睡客人數（S2）,
S3 Customer Count,沈睡客人數（S3）,
Purchase Cycle (IPT),購買週期（IPT）,
Dormancy Probability,靜止機率,
Pending Definition,待定義,
days,天,
Growth Validation,業績成長驗證(YoY/MoM/QoQ),
Brand Growth Rate,品牌成長率,
Category Average Growth,品類平均成長率,
Excess Growth Rate,超額成長率,
Excess Growth Trend,超額成長率趨勢,
Period: YoY / MoM / QoQ,週期:年/月/季同期比,
Brand minus Category,品牌減品類,
Need >= 24 months of historical data,需 ≥ 24 個月歷史資料,
Latest month,最新月份,
Growth Validation Detail,業績成長驗證明細,
Brand Revenue,品牌營收,
Category Revenue,品類營收,
Brand,品牌,
Category,品類,
Excess,超額,
YoY,年同期比(YoY),
MoM,月同期比(MoM),
QoQ,季同期比(QoQ),
